id,address,close_hour,latitude,longitude,name,open_hour,point,postal_code,reviews,url
5B7AEHyFSu6HrdH0-wSgFw,神奈川県川崎市中原区上平間1700-125 Kanagawa,21:00,35.559631599999996,139.6754851,神保町ビーフ 平間 Jinbocho Beef Hirama,11:00,4.6,211-0013,19.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E7%A5%9E%E4%BF%9D%E7%94%BA%E3%83%92%E3%83%BC%E3%83%95-%E5%B9%B3%E9%96%93-jinbocho-beef-hirama/5B7AEHyFSu6HrdH0-wSgFw/
Pnv8OzM-QzWPlV8D_xH_VQ,神奈川県川崎市高津区新作6-9-41 Kanagawa,22:30,35.5864285,139.62820259999998,ナポリの窯 武蔵新城 Naporinokama Musashishinjo,11:00,,213-0014,,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%8A%E3%83%9B%E3%83%AA%E3%81%AE%E7%AA%AF-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E-naporinokama-musashishinjo/Pnv8OzM-QzWPlV8D_xH_VQ/
myJbQoxgT6qVhAyhEieleg,神奈川県横浜市港北区日吉3-2-15 Kanagawa,22:00,35.557471899999996,139.64994430000002,キッチン オリジン 日吉 Kitchen Origin Hiyoshi,10:00,4.2,223-0061,32.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%97%A5%E5%90%89-kitchen-origin-hiyoshi/myJbQoxgT6qVhAyhEieleg/
CgYF9xNWQMuAftet05SCrw,５丁目-５-2 二子 高津区 ジュメリ高津1階 川崎市 神奈川県,22:30,35.60183499999999,139.617213,エビン 高津店 yabin takatsu,10:45,4.5,213-0002,229.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%A8%E3%83%92%E3%83%B3-%E9%AB%98%E6%B4%A5%E5%BA%97-yabin-takatsu/CgYF9xNWQMuAftet05SCrw/
29-WznFeQI-VpQj6ZY7t-w,川崎市中原区新丸子東1-827 YM新丸子1F,23:55,35.58023652485256,139.66324782926563,魚ダイニングJin sakana dining Jin,12:30,4.6,,32.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E9%AD%9A%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AFjin-sakana-dining-jin/29-WznFeQI-VpQj6ZY7t-w/
akZLodD_Q22hr--P5ph7UA,３丁目 小杉町 中原区 川崎市 神奈川県,21:30,35.573823,139.658625,ブラッスリー ムー Brasserie Muh,12:00,3.9,211-0063,16.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%95%E3%83%A9%E3%83%83%E3%82%B9%E3%83%AA%E3%83%BC-%E3%83%A0%E3%83%BC-brasserie-muh/akZLodD_Q22hr--P5ph7UA/
IWk0nAixTUW0s4scy5MXUw,中原区新丸子町915 Yokohama,22:30,35.5778875,139.6603141,タイ屋台居酒屋バカソウルアジア 武蔵小杉 Bakasoul Asia Musashi-Kosugi,12:00,4.3,211-0005,42.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E5%B1%8B%E5%8F%B0%E5%B1%85%E9%85%92%E5%B1%8B%E3%83%8F%E3%82%AB%E3%82%BD%E3%82%A6%E3%83%AB%E3%82%A2%E3%82%B7%E3%82%A2-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89-bakasoul-asia-musashi-kosugi/IWk0nAixTUW0s4scy5MXUw/
isH66YsOSjmblAQ6VQWGng,神奈川県川崎市中原区木月四丁目31番7号 リンコー日吉ビル1階,22:00,35.5590088,139.6517927,はま寿司 日吉店 Hamazushi Hiyoshi,11:00,4.2,211-0025,143.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%81%AF%E3%81%BE%E5%AF%BF%E5%8F%B8-%E6%97%A5%E5%90%89%E5%BA%97-hamazushi-hiyoshi/isH66YsOSjmblAQ6VQWGng/
Vp7XxgwzThWpu75322MOSg,神奈川県 川崎市 中原区 丸子通 1-636 Kawasaki,23:00,35.5817451,139.663669,焼肉 慶 Yakiniku Kei,17:00,,211-0006,,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E7%84%BC%E8%82%89-%E6%85%B6-yakiniku-kei/Vp7XxgwzThWpu75322MOSg/
dSHxDsu2QTGPMTYhkxnKRQ,神奈川県川崎市高津区溝口１－１－５ ホテルメッツ溝ノ口２Ｆ,22:00,35.599306,139.61047299999998,デニーズ 溝ノ口駅前 Denny's MIZONOKUCHIEKIMAE,11:00,4.2,213-0001,75.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%86%E3%83%8B%E3%83%BC%E3%82%B9-%E6%BA%9D%E3%83%8E%E5%8F%A3%E9%A7%85%E5%89%8D-dennys-mizonokuchiekimae/dSHxDsu2QTGPMTYhkxnKRQ/
6K0r3gQHTsqF0nj2UvViDw,Nakahara-Ku Kosugimachi 3 Chome Kawasaki-Shi Kanagawa-ken,13:30,35.574331,139.658695,魚武酒場 UODAKE Sakaba,11:30,4.8,211-0063,10.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E9%AD%9A%E6%AD%A6%E9%85%92%E5%A0%B4-uodake-sakaba/6K0r3gQHTsqF0nj2UvViDw/
4ZftmrSsSgSorVm9GFC0GA,神奈川県横浜市港北区日吉本町１－１－６ HIKARUビル１F,21:00,35.5537686,139.64621,ファーストキッチン 日吉店 First Kitchen HIYOSHI,11:00,4.3,223-0062,318.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E6%97%A5%E5%90%89%E5%BA%97-first-kitchen-hiyoshi/4ZftmrSsSgSorVm9GFC0GA/
dQBgmN-kQqqLvvQrybSLVg,神奈川県川崎市幸区南加瀬２丁目７－１８,22:00,35.5497285,139.65938500000001,ガスト 南加瀬店 Gusto Minami Kase,10:30,4.6,212-0055,122.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-gusto-minami-kase/dQBgmN-kQqqLvvQrybSLVg/
GfbZ9EXES2qSq-m9Q7Qzpw,Nakahara-Ku Shinmarukomachi 川崎市中原区 Kanagawa-ken,22:30,35.580032,139.66031999999998,ナマステ 新丸子店 Namaste Shinmaruko,11:15,4.6,211-0005,34.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%8A%E3%83%9E%E3%82%B9%E3%83%86-%E6%96%B0%E4%B8%B8%E5%AD%90%E5%BA%97-namaste-shinmaruko/GfbZ9EXES2qSq-m9Q7Qzpw/
OyBCNWQQQwSGpX649DkeIw,Nakahara-Ku Kosugimachi 1 Chome 川崎市中原区 神奈川県,22:30,35.578718,139.659095,伊佐木商店 武蔵小杉店 isakisyouten,17:00,4.3,211-0063,18.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E4%BC%8A%E4%BD%90%E6%9C%A8%E5%95%86%E5%BA%97-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-isakisyouten/OyBCNWQQQwSGpX649DkeIw/
ObenIKOGTAekwne6zj1KIw,神奈川県川崎市中原区北谷町8,22:30,35.561403999999996,139.671359,松屋 平間店 Matsuya Hirama,10:00,4.3,211-0015,92.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E5%B9%B3%E9%96%93%E5%BA%97-matsuya-hirama/ObenIKOGTAekwne6zj1KIw/
csHBBeVVT1SVxqWZ-IQXVQ,神奈川県川崎市中原区木月４−５−３,22:00,35.56002739636271,139.6543500125282,ピザハット 木月 Pizza Hut KIZUKI,11:00,4.5,,120.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%92%E3%82%B5%E3%83%8F%E3%83%83%E3%83%88-%E6%9C%A8%E6%9C%88-pizza-hut-kizuki/csHBBeVVT1SVxqWZ-IQXVQ/
l1RZOK-jSQWSzsemEZ8Ptw,神奈川県川崎市高津区子母口521-2,23:00,35.5712164,139.6331866,吉野家 子母口店 Yoshinoya SHIBOKUCHI,10:00,4.8,213-0023,23.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E5%AD%90%E6%AF%8D%E5%8F%A3%E5%BA%97-yoshinoya-shibokuchi/l1RZOK-jSQWSzsemEZ8Ptw/
6mWY5LNrRxuzwo8Qvsl_cw,神奈川県川崎市幸区北加瀬３丁目１６－５,22:00,35.5564107,139.6592126,バーミヤン 北加瀬店 Bamiyan Kitakase,10:30,4.5,212-0057,159.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E5%8C%97%E5%8A%A0%E7%80%AC%E5%BA%97-bamiyan-kitakase/6mWY5LNrRxuzwo8Qvsl_cw/
3ord5Bl9RyS1WmsC7UkVzw,川崎市中原区 上新城2-6-14 志村ビル1F Kawasaki,21:00,35.5882376,139.6308443,丼丸 武蔵新城店 donmaru musasisinjyouten,11:00,4.4,211-0045,160.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E4%B8%BC%E4%B8%B8-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-donmaru-musasisinjyouten/3ord5Bl9RyS1WmsC7UkVzw/
Wf9L2-91QXCAFdByzJb9VA,1 Chome-6-20 Shimokodanaka Nakahara-Ku Kawasaki-Shi Kanagawa-ken,22:30,35.581066,139.638923,ナマステヒマラヤ Namaste Himalaya,11:00,4.6,211-0041,57.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%8A%E3%83%9E%E3%82%B9%E3%83%86%E3%83%92%E3%83%9E%E3%83%A9%E3%83%A4-namaste-himalaya/Wf9L2-91QXCAFdByzJb9VA/
yTqAwhu5QOSn-2dpddFMzw,神奈川県川崎市高津区下作延4-24-44,23:00,35.5972875,139.6035133,かつや 川崎梶ケ谷店 Katsuya KAWASAKI KAJIGAYA,10:00,4.5,213-0033,493.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%81%8B%E3%81%A4%E3%82%84-%E5%B7%9D%E5%B4%8E%E6%A2%B6%E3%82%B1%E8%B0%B7%E5%BA%97-katsuya-kawasaki-kajigaya/yTqAwhu5QOSn-2dpddFMzw/
zS3-MnxQR8WA6Xrey-TP2Q,Nakahara-Ku Kosugimachi ３丁目 Kawasaki-Shi Kanagawa-ken,14:30,35.574422999999996,139.65615,イルヴェント IL VENTO,17:30,4.5,211-0063,97.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%A4%E3%83%AB%E3%82%A6%E3%82%A7%E3%83%B3%E3%83%88-il-vento/zS3-MnxQR8WA6Xrey-TP2Q/
uQMBI95YSteG186gcMuOMA,川崎市高津区 溝口4-2-1 Kawasaki,21:00,35.6034854,139.6171411,三崎丼丸 高津店 Misaki Donmaru Takatsu-ten,11:00,4.5,213-0001,97.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E4%B8%89%E5%B4%8E%E4%B8%BC%E4%B8%B8-%E9%AB%98%E6%B4%A5%E5%BA%97-misaki-donmaru-takatsu-ten/uQMBI95YSteG186gcMuOMA/
WUnRH2zkRt-nwxMXIB-N8Q,神奈川県川崎市高津区溝口1-15-5 1FA画,21:00,35.60051334992541,139.61361743956124,TAPIRU 溝の口店 TAPIRU MIZONOKUCHI,11:00,4.3,,86.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/tapiru-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-tapiru-mizonokuchi/WUnRH2zkRt-nwxMXIB-N8Q/
TtbJFAFKSwOhdiZE8oRxEA,神奈川県 川崎市 中原区 下小田中 1-5-25 Kanagawa,21:00,35.58111820000001,139.6398493,頂 丼丸 Itadaki Donmaru,11:00,4.4,211-0041,50.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E9%A0%82-%E4%B8%BC%E4%B8%B8-itadaki-donmaru/TtbJFAFKSwOhdiZE8oRxEA/
sC54AmpyQKCsWGzvO55S1g,1 Chome-8-5 Mizonokuchi Takatsu-Ku フジモトビル２Ｆ Kawasaki-Shi Kanagawa-ken,22:30,35.599651,139.612723,大戸屋ごはん処  溝の口店 Ootoya Mizonokuchi,11:00,4.5,213-0001,500.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E5%A4%A7%E6%88%B8%E5%B1%8B%E3%81%93%E3%81%AF%E3%82%93%E5%87%A6-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-ootoya-mizonokuchi/sC54AmpyQKCsWGzvO55S1g/
lVAPMJMkRiGoMySlG0E90Q,神奈川県川崎市中原区小杉町3-430-1,23:00,35.57435200000001,139.65854,牛タン圭助 武蔵小杉 Gyutan Keisuke MUSASHIKOSUGI,14:00,4.2,211-0063,231.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E7%89%9B%E3%82%BF%E3%83%B3%E5%9C%AD%E5%8A%A9-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89-gyutan-keisuke-musashikosugi/lVAPMJMkRiGoMySlG0E90Q/
ParVoJgfQ2enwzYznD3laA,神奈川県川崎市中原区宮内4-30-10 Kanagawa,21:30,35.585937799999996,139.64321130000002,ジョリーパスタ 武蔵小杉店 Jolly Pasta Musashi Kosugi,11:00,,211-0051,,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%AA%E3%83%BC%E3%83%8F%E3%82%B9%E3%82%BF-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-jolly-pasta-musashi-kosugi/ParVoJgfQ2enwzYznD3laA/
o1Jxcqp5R1uB_w-FCs7FXg,溝口１丁目９−６ 丸屋ビル 4F 川崎市 神奈川県,23:00,35.5997922,139.6122106,Tabele°溝の口 Tabele Mizonokuchi,11:30,4.4,213-0001,38.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/tabele%E6%BA%9D%E3%81%AE%E5%8F%A3-tabele-mizonokuchi/o1Jxcqp5R1uB_w-FCs7FXg/
8sTOD0idRyuv1cIo0Yh_fA,神奈川県川崎市中原区井田中ﾉ町41-6 Kanagawa,22:00,35.563486299999994,139.6448727,ナポリの窯 元住吉 Naporinokama Motosumiyoshi,11:00,,211-0034,,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%8A%E3%83%9B%E3%83%AA%E3%81%AE%E7%AA%AF-%E5%85%83%E4%BD%8F%E5%90%89-naporinokama-motosumiyoshi/8sTOD0idRyuv1cIo0Yh_fA/
3Wq7aVYxRCaFrOHK8wVtRg,神奈川県川崎市中原区新城5-1-3 フクシマビル,22:30,35.586835,139.629612,松乃家 武蔵新城店 Matsunoya Musashi Shinjo,10:00,4.4,211-0044,270.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E6%9D%BE%E4%B9%83%E5%AE%B6-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-matsunoya-musashi-shinjo/3Wq7aVYxRCaFrOHK8wVtRg/
VRnl0qcJSJat2SWAXSDePw,神奈川県川崎市中原区上小田中5-2-10 コーポ長瀬102,11:00,35.581360075497436,139.64018918579495,アスカダイニング Aska Dining,10:00,4.5,211-0053,34.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%A2%E3%82%B9%E3%82%AB%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF-aska-dining/VRnl0qcJSJat2SWAXSDePw/
geeOcwkIR1ihdYzmlaiiwg,神奈川県横浜市港北区日吉本町1-16 ﾏｲｷｬｯｽﾙ日吉1階 Kanagawa,23:00,35.5539249,139.6439539,カレーハウス CoCo壱番屋 港北区日吉中央通り Curry House CoCo Ichibanya Kouhokuku Hiyoshichuodori,11:00,4.9,223-0062,14.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9-coco%E5%A3%B1%E7%95%AA%E5%B1%8B-%E6%B8%AF%E5%8C%97%E5%8C%BA%E6%97%A5%E5%90%89%E4%B8%AD%E5%A4%AE%E9%80%9A%E3%82%8A-curry-house-coco-ichibanya-kouhokuku-hiyoshichuodori/geeOcwkIR1ihdYzmlaiiwg/
sopRqEHlRpybq4IhG6S79w,神奈川県川崎市中原区下新城２−６−１,22:00,35.57810139999999,139.6331639,ピザハット 下新城 Pizza Hut SHIMOSHINNJOU,11:00,4.5,211-0042,159.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%83%92%E3%82%B5%E3%83%8F%E3%83%83%E3%83%88-%E4%B8%8B%E6%96%B0%E5%9F%8E-pizza-hut-shimoshinnjou/sopRqEHlRpybq4IhG6S79w/
GfSr217DQfSl4Q_azGZAEg,神奈川県川崎市中原区新丸子町739番地 Kanagawa,22:00,35.5806919,139.6612956,キッチンオリジン 新丸子 Kitchen Origin Shinmaruko,10:00,4.0,211-0005,19.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%96%B0%E4%B8%B8%E5%AD%90-kitchen-origin-shinmaruko/GfSr217DQfSl4Q_azGZAEg/
r5Tnz0vIQmGpAH0m770Ynw,神奈川県 川崎市 中原区 木月3丁目6-18 Kanagawa,21:30,35.5654836,139.6508807,アリトル 元住吉店 A'LITTLE MOTOSUMIYOSHI,11:00,4.6,211-0025,337.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%A2%E3%83%AA%E3%83%88%E3%83%AB-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-alittle-motosumiyoshi/r5Tnz0vIQmGpAH0m770Ynw/
yXzU_4T6TqSza-sr1BgO_w,川崎市川崎区新丸子町911-1 ユニーブル小杉2f Kawasaki,22:45,35.5783721,139.6606351,川湘楼 Kawsashoro,10:30,4.5,211-0005,464.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E5%B7%9D%E6%B9%98%E6%A5%BC-kawsashoro/yXzU_4T6TqSza-sr1BgO_w/
T7Fa_secRD6W66-9f1BweQ,神奈川県川崎市中原区新丸子東1-772 藤川ﾋﾞﾙ1F Kanagawa,22:00,35.5803846,139.6621692,情熱のすためしどんどん 新丸子 Sutameshidondon Shinmaruko,11:00,4.4,211-0004,121.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E6%83%85%E7%86%B1%E3%81%AE%E3%81%99%E3%81%9F%E3%82%81%E3%81%97%E3%81%A8%E3%82%93%E3%81%A8%E3%82%93-%E6%96%B0%E4%B8%B8%E5%AD%90-sutameshidondon-shinmaruko/T7Fa_secRD6W66-9f1BweQ/
WjE4522VR2uDfOyy8r9Jbw,915-2 Shinmarukomachi Nakahara-Ku Kawasaki-Shi Kanagawa-Ken  Japan サミットビル1F,21:30,35.578156899999996,139.6602224,タイレストラン コピーピー 小杉店 Thai Restaurant Koh Phi Phi,15:00,4.3,211-0005,237.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E3%82%BF%E3%82%A4%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B3%E3%83%92%E3%83%BC%E3%83%92%E3%83%BC-%E5%B0%8F%E6%9D%89%E5%BA%97-thai-restaurant-koh-phi-phi/WjE4522VR2uDfOyy8r9Jbw/
djXwc14ZSy-H7VMsfEiFIg,日本、〒 神奈川県川崎市中原区上新城２丁目７−１９ 神奈川県,22:50,35.58829869999999,139.630427,boba tea 武蔵新城店 boba tea Musashishinjo,10:00,4.6,211-0045,500.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/boba-tea-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-boba-tea-musashishinjo/djXwc14ZSy-H7VMsfEiFIg/
lZm9XHUBSg60D1FfJwa9sQ,神奈川県川崎市中原区下小田中1-8-2 KFAビル2F Kanagawa,21:30,35.5810586,139.6385641,韓国料理チョリ Korean Food Chori,18:00,4.4,211-0041,15.0,https://www.ubereats.com/ja-JP/yokohama/food-delivery/%E9%9F%93%E5%9B%BD%E6%96%99%E7%90%86%E3%83%81%E3%83%A7%E3%83%AA-korean-food-chori/lZm9XHUBSg60D1FfJwa9sQ/
